scheme_name,amc,scheme_type,scheme_sub_type,trail_brokerage_incl_gst,amc_normalised
UNION BUSINESS CYCLE FUND,Union Mutual Fund,EQUITY,Thematic Fund,1.56,Union Mutual Fund
UTI Aggressive Hybrid Fund,UTI Mutual Fund,HYBRID,Aggressive Hybrid Fund,0.99,UTI Mutual Fund
UTI Arbitrage Fund,UTI Mutual Fund,DEBT,Arbitrage Fund,0.41,UTI Mutual Fund
UTI BSE Housing Index Fund,UTI Mutual Fund,EQUITY,Index / ETF,0.28,UTI Mutual Fund
UTI BSE Low Volatility Index Fund,UTI Mutual Fund,EQUITY,Index / ETF,0.37,UTI Mutual Fund
UTI BSE Sensex Index Fund,UTI Mutual Fund,EQUITY,Index / ETF,0.07,UTI Mutual Fund
UTI Balanced Advantage Fund,UTI Mutual Fund,HYBRID,Balanced Advantage Fund,1.16,UTI Mutual Fund
UTI Banking & PSU Fund,UTI Mutual Fund,DEBT,Banking and PSU Debt Fund,0.08,UTI Mutual Fund
UTI Banking and Financial Services Fund,UTI Mutual Fund,EQUITY,Sectoral Fund,1.31,UTI Mutual Fund
UTI CRISIL SDL Maturity April 2033 Index Fund,UTI Mutual Fund,DEBT,Medium to Long Duration Fund,0.12,UTI Mutual Fund
UTI CRISIL SDL Maturity June 2027 Index Fund,UTI Mutual Fund,DEBT,Medium to Long Duration Fund,0.2,UTI Mutual Fund
UTI Childrens Equity Fund,UTI Mutual Fund,HYBRID,Aggressive Hybrid Fund,1.38,UTI Mutual Fund
UTI Childrens Hybrid Fund,UTI Mutual Fund,DEBT,Conservative Hybrid Fund,0.92,UTI Mutual Fund
UTI Conservative Hybrid Fund,UTI Mutual Fund,DEBT,Conservative Hybrid Fund,0.99,UTI Mutual Fund
UTI Corporate Bond Fund,UTI Mutual Fund,DEBT,Corporate Bond Fund,0.28,UTI Mutual Fund
UTI Credit Risk Fund,UTI Mutual Fund,DEBT,Credit Risk Fund,1.0,UTI Mutual Fund
UTI Dynamic Bond Fund,UTI Mutual Fund,DEBT,Dynamic Bond Fund,0.8,UTI Mutual Fund
UTI ELSS Tax Saver Fund,UTI Mutual Fund,EQUITY,ELSS,1.03,UTI Mutual Fund
UTI Equity Savings Fund,UTI Mutual Fund,HYBRID,Equity Savings Fund,0.84,UTI Mutual Fund
UTI Flexi Cap Fund,UTI Mutual Fund,EQUITY,Flexi Cap Fund,0.86,UTI Mutual Fund
UTI Floater Fund,UTI Mutual Fund,DEBT,Floater Fund,0.22,UTI Mutual Fund
UTI Focused Fund,UTI Mutual Fund,EQUITY,Focused Fund,1.2,UTI Mutual Fund
UTI Gilt Fund,UTI Mutual Fund,DEBT,Gilt Fund,0.46,UTI Mutual Fund
UTI Gilt Fund With 10 Year Constant Duration,UTI Mutual Fund,DEBT,Gilt Fund with 10 year constant duration,0.42,UTI Mutual Fund
UTI Gold ETF FoF,UTI Mutual Fund,OTHERS,GOLD PLAN,0.32,UTI Mutual Fund
UTI Healthcare Fund,UTI Mutual Fund,EQUITY,Sectoral Fund,1.38,UTI Mutual Fund
UTI Income Plus Arbitrage Active FoF,UTI Mutual Fund,DEBT,FOF Domestic Debt,0.14,UTI Mutual Fund
UTI India Consumer Fund,UTI Mutual Fund,EQUITY,Thematic Fund,1.55,UTI Mutual Fund
UTI Infrastructure Fund,UTI Mutual Fund,EQUITY,Thematic Fund,1.17,UTI Mutual Fund
UTI Innovation Fund,UTI Mutual Fund,EQUITY,Sectoral Fund,1.49,UTI Mutual Fund
UTI Large & Mid Cap Fund,UTI Mutual Fund,EQUITY,Large and Mid Cap Fu,1.09,UTI Mutual Fund
UTI Large Cap Fund,UTI Mutual Fund,EQUITY,Large Cap Fund,0.93,UTI Mutual Fund
UTI Liquid Fund,UTI Mutual Fund,DEBT,Liquid Fund,0.04,UTI Mutual Fund
UTI Long Duration Fund,UTI Mutual Fund,DEBT,Long Duration Fund,0.68,UTI Mutual Fund
UTI Low Duration Fund,UTI Mutual Fund,DEBT,Low Duration Fund,0.19,UTI Mutual Fund
UTI MNC Fund,UTI Mutual Fund,EQUITY,Thematic Fund,1.16,UTI Mutual Fund
UTI Medium Duration Fund,UTI Mutual Fund,DEBT,Medium Duration Fund,0.87,UTI Mutual Fund
UTI Medium to Long Duration Fund,UTI Mutual Fund,DEBT,Medium to Long Duration Fund,0.8,UTI Mutual Fund
UTI Mid Cap Fund,UTI Mutual Fund,EQUITY,Mid Cap Fund,0.96,UTI Mutual Fund
UTI Money Market Fund,UTI Mutual Fund,DEBT,Money Market Fund,0.08,UTI Mutual Fund
UTI Multi Asset Allocation Fund,UTI Mutual Fund,HYBRID,Multi Asset Allocation,0.96,UTI Mutual Fund
UTI Multi Cap Fund,UTI Mutual Fund,EQUITY,Multi Cap Fund,1.33,UTI Mutual Fund
UTI NIFTY50 Equal Weight Index Fund,UTI Mutual Fund,EQUITY,Index / ETF,0.14,UTI Mutual Fund
UTI Nifty 200 Momentum 30 Index Fund,UTI Mutual Fund,EQUITY,Index / ETF,0.37,UTI Mutual Fund
UTI Nifty 50 Index Fund,UTI Mutual Fund,EQUITY,Index / ETF,0.04,UTI Mutual Fund
UTI Nifty 500 Value 50 Index Fund,UTI Mutual Fund,EQUITY,Index / ETF,0.28,UTI Mutual Fund
UTI Nifty Alpha Low-Volatility 30 Index Fund,UTI Mutual Fund,EQUITY,Index / ETF,0.28,UTI Mutual Fund
UTI Nifty India Manufacturing Index Fund,UTI Mutual Fund,EQUITY,Index / ETF,0.52,UTI Mutual Fund
UTI Nifty Midcap 150 Index Fund,UTI Mutual Fund,EQUITY,Index / ETF,0.28,UTI Mutual Fund
UTI Nifty Midcap 150 Quality 50 Index Fund,UTI Mutual Fund,EQUITY,Index / ETF,0.28,UTI Mutual Fund
UTI Nifty Midsmallcap 400 Momentum Quality 100 Index Fund,UTI Mutual Fund,EQUITY,Index / ETF,0.52,UTI Mutual Fund
UTI Nifty Next 50 Index Fund,UTI Mutual Fund,EQUITY,Index / ETF,0.4,UTI Mutual Fund
UTI Nifty Private Bank Index Fund,UTI Mutual Fund,EQUITY,Index / ETF,0.28,UTI Mutual Fund
UTI Nifty SDL Plus AAA PSU Bond Apr 2026 75-25 Index Fund,UTI Mutual Fund,DEBT,Medium to Long Duration Fund,0.2,UTI Mutual Fund
UTI Nifty SDL Plus AAA PSU Bond Apr 2028 75-25 Index Fund,UTI Mutual Fund,DEBT,Medium to Long Duration Fund,0.2,UTI Mutual Fund
UTI Nifty200 Quality 30 Index Fund,UTI Mutual Fund,EQUITY,Index / ETF,0.28,UTI Mutual Fund
UTI Overnight Fund,UTI Mutual Fund,DEBT,Overnight Fund,0.04,UTI Mutual Fund
UTI Quant Fund,UTI Mutual Fund,EQUITY,Thematic Fund,1.3,UTI Mutual Fund
UTI Retirement Fund,UTI Mutual Fund,HYBRID,Aggressive Hybrid Fund,0.89,UTI Mutual Fund
UTI Short Duration Fund,UTI Mutual Fund,DEBT,Short Duration Fund,0.45,UTI Mutual Fund
UTI Silver ETF FoF,UTI Mutual Fund,OTHERS,Silver Plan,0.32,UTI Mutual Fund
UTI Small Cap Fund,UTI Mutual Fund,EQUITY,Small Cap Fund,1.01,UTI Mutual Fund
UTI Transportation and Logistics Fund,UTI Mutual Fund,EQUITY,Thematic Fund,1.12,UTI Mutual Fund
UTI Ultra Short Duration Fund,UTI Mutual Fund,DEBT,Ultra Short Duration Fund,0.6,UTI Mutual Fund
UTI Unit Linked Insurance Plan,UTI Mutual Fund,HYBRID,Aggressive Hybrid Fund,0.92,UTI Mutual Fund
UTI Value Fund,UTI Mutual Fund,EQUITY,Value Fund,0.94,UTI Mutual Fund
Unifi Dynamic Asset Allocation Fund,Unifi Mutual Fund,HYBRID,Dynamic Asset Allocation,0.37,Unifi Mutual Fund
Unifi Flexi Cap Fund,Unifi Mutual Fund,EQUITY,Flexi Cap Fund,0.86,Unifi Mutual Fund
Unifi Liquid Fund,Unifi Mutual Fund,DEBT,Liquid Fund,0.05,Unifi Mutual Fund
Union Active Momentum Fund,Union Mutual Fund,EQUITY,Thematic Fund,1.58,Union Mutual Fund
Union Aggressive Hybrid Fund,Union Mutual Fund,HYBRID,Aggressive Hybrid Fund,1.5,Union Mutual Fund
Union Balanced Advantage Fund,Union Mutual Fund,HYBRID,Balanced Advantage Fund,1.3,Union Mutual Fund
Union Childrens Fund,Union Mutual Fund,HYBRID,Aggressive Hybrid Fund,1.55,Union Mutual Fund
Union Consumption Fund,Union Mutual Fund,EQUITY,Thematic Fund,1.58,Union Mutual Fund
Union Corporate Bond Fund,Union Mutual Fund,DEBT,Corporate Bond Fund,0.39,Union Mutual Fund
Union Diversified Equity All Cap Active FOF,Union Mutual Fund,EQUITY,FOF Domestic Equity,0.72,Union Mutual Fund
Union Dynamic Bond Fund,Union Mutual Fund,DEBT,Dynamic Bond Fund,0.86,Union Mutual Fund
Union ELSS Tax Saver Fund,Union Mutual Fund,EQUITY,ELSS,1.39,Union Mutual Fund
Union Equity Savings Fund,Union Mutual Fund,HYBRID,Equity Savings Fund,1.05,Union Mutual Fund
Union Flexi Cap Fund,Union Mutual Fund,EQUITY,Flexi Cap Fund,1.16,Union Mutual Fund
Union Focused Fund,Union Mutual Fund,EQUITY,Focused Fund,1.58,Union Mutual Fund
Union Gilt Fund,Union Mutual Fund,DEBT,Gilt Fund,0.72,Union Mutual Fund
Union Gold ETF FoF,Union Mutual Fund,OTHERS,GOLD PLAN,0.32,Union Mutual Fund
Union Income Plus Arbitrage Active FoF,Union Mutual Fund,DEBT,FOF Domestic Debt,0.21,Union Mutual Fund
Union Innovation & Opportunities Fund,Union Mutual Fund,EQUITY,Thematic Fund,1.37,Union Mutual Fund
Union Large & Midcap Fund,Union Mutual Fund,EQUITY,Large and Mid Cap Fu,1.42,Union Mutual Fund
Union Largecap Fund,Union Mutual Fund,EQUITY,Large Cap Fund,1.58,Union Mutual Fund
Union Liquid Fund,Union Mutual Fund,DEBT,Liquid Fund,0.08,Union Mutual Fund
Union Low Duration Fund,Union Mutual Fund,DEBT,Low Duration Fund,0.68,Union Mutual Fund
Union Midcap Fund,Union Mutual Fund,EQUITY,Mid Cap Fund,1.29,Union Mutual Fund
Union Money Market Fund,Union Mutual Fund,DEBT,Money Market Fund,0.34,Union Mutual Fund
Union Multi Asset Allocation Fund,Union Mutual Fund,HYBRID,Multi Asset Allocation,1.19,Union Mutual Fund
Union Multicap Fund,Union Mutual Fund,EQUITY,Multi Cap Fund,1.38,Union Mutual Fund
Union Overnight Fund,Union Mutual Fund,DEBT,Overnight Fund,0.08,Union Mutual Fund
Union Retirement Fund,Union Mutual Fund,EQUITY,Multi Cap Fund,1.55,Union Mutual Fund
Union Small Cap Fund,Union Mutual Fund,EQUITY,Small Cap Fund,1.26,Union Mutual Fund
Union Value Fund,Union Mutual Fund,EQUITY,Value Fund,1.57,Union Mutual Fund
WhiteOak Capital Balanced Advantage Fund,WhiteOak Capital Mutual fund,HYBRID,Balanced Advantage Fund,1.29,WhiteOak Capital Mutual fund
WhiteOak Capital Balanced Hybrid Fund,WhiteOak Capital Mutual fund,HYBRID,Aggressive Hybrid Fund,1.42,WhiteOak Capital Mutual fund
WhiteOak Capital Banking & Financial Services Fund,WhiteOak Capital Mutual fund,EQUITY,Sectoral Fund,1.64,WhiteOak Capital Mutual fund
WhiteOak Capital Consumption Opportunities Fund,WhiteOak Capital Mutual fund,EQUITY,Thematic Fund,1.64,WhiteOak Capital Mutual fund
WhiteOak Capital Digital Bharat Fund,WhiteOak Capital Mutual fund,EQUITY,Sectoral Fund,1.64,WhiteOak Capital Mutual fund
WhiteOak Capital ELSS Tax Saver Fund,WhiteOak Capital Mutual fund,EQUITY,ELSS,1.58,WhiteOak Capital Mutual fund
WhiteOak Capital ESG Best-In-Class Strategy Fund,WhiteOak Capital Mutual fund,EQUITY,Thematic Fund,1.64,WhiteOak Capital Mutual fund
WhiteOak Capital Equity Savings Fund,WhiteOak Capital Mutual fund,HYBRID,Equity Savings Fund,1.23,WhiteOak Capital Mutual fund
WhiteOak Capital Flexi Cap Fund,WhiteOak Capital Mutual fund,EQUITY,Flexi Cap Fund,1.04,WhiteOak Capital Mutual fund
WhiteOak Capital Large & Mid Cap Fund,WhiteOak Capital Mutual fund,EQUITY,Large and Mid Cap Fu,1.32,WhiteOak Capital Mutual fund
WhiteOak Capital Large Cap Fund,WhiteOak Capital Mutual fund,EQUITY,Large Cap Fund,1.42,WhiteOak Capital Mutual fund
WhiteOak Capital Mid Cap Fund,iSIF,EQUITY,Mid Cap Fund,1.11,iSIF
WhiteOak Capital Multi Asset Allocation Fund,WhiteOak Capital Mutual fund,HYBRID,Multi Asset Allocation,0.99,WhiteOak Capital Mutual fund
WhiteOak Capital Multi Cap Fund,WhiteOak Capital Mutual fund,EQUITY,Multi Cap Fund,1.17,WhiteOak Capital Mutual fund
WhiteOak Capital Pharma and Healthcare Fund,WhiteOak Capital Mutual fund,EQUITY,Sectoral Fund,1.64,WhiteOak Capital Mutual fund
WhiteOak Capital Quality Equity Fund,WhiteOak Capital Mutual fund,EQUITY,Thematic Fund,1.64,WhiteOak Capital Mutual fund
WhiteOak Capital Special Opportunities Fund,WhiteOak Capital Mutual fund,EQUITY,Thematic Fund,1.42,WhiteOak Capital Mutual fund
